organization,yof,badge,zip_code,city,regular,retro,other,overtime,injured,detail,quinn,total,rank,ia_score,ia_sustained_conduct_unbecoming,ia_sustained_neg_duty,ia_sustained_respectful_treatment,ia_sustained_self_identification,ia_sustained_use_of_force,ia_sustained_details,ia_sustained_cases,ia_sustained_allegations,ia_cases,ia_allegations,field_contacts_count,incidents_count,complaints_count,swats_count,details_count,citations_count,articles_officers_count,rounded_total
Homicide Unit,34,,2136,Hyde Park,105207,0,15364.61,90459.13,0,0,23482.89,234513.63,det,2,0,0,0,0,0,1,1,1,2,3,0,0,2,0,0,0,1,235000
District 13,33,,2359,Pembroke,127414.43,0,9164.24,41104.97,0,32277,24643.39,234604.03,sergt,2,0,0,0,0,0,0,1,1,2,3,0,0,2,0,75,0,1,235000
Medically Incapacitated Unit,41,,2043,Hingham,98543.48,0,6992.23,70068.07,0,39468,19708.6,234780.38,ptl,3,0,1,0,0,0,0,2,2,3,3,0,292,3,0,114,0,0,235000
Firearms Analysis Unit,25,,2184,Braintree,125534.33,0,14296.36,64059.81,0,0,31383.77,235274.27,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,4,235000
District 07,25,1502,1921,Boxford,139749.15,0,10918.92,43405.51,0,6930,34937.29,235940.87,lieut,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,17,0,0,235000
District 03,25,2533,2019,Bellingham,137820.16,0,2211.02,44604.89,0,17050,34454.95,236141.02,lieut,3,0,0,1,1,0,1,2,3,7,10,0,4,7,0,42,0,2,235000
District 07,17,,2128,Boston,126324.57,0,1376.18,25189.79,0,71020,12258.99,236169.53,sergt,3,0,1,0,0,0,0,1,2,3,5,0,0,3,0,170,0,2,235000
District 04,19,459,2136,Hyde Park,126577.29,0,1614.06,36142.35,0,41287,30647.28,236267.98,lieut,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,98,0,0,235000
District 01,21,,1890,Winchester,139272.29,0,5050.17,36394.71,0,21120,34817.99,236655.16,lieut,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,52,0,0,235000
Peer Support Unit,26,3008,2045,Hull,113707.18,0,8424.33,114734.48,0,0,0,236865.99,det,1,0,0,0,0,0,0,0,0,2,2,2,5,2,0,0,0,2,235000
District 02,24,,2124,Boston,105367.15,0,3438.36,43239.01,0,84962,0,237006.52,ptl,4,0,2,0,0,0,0,2,2,3,6,0,183,3,0,312,1,0,235000
Homicide Unit,32,,2132,West Roxbury,113041.14,0,9949.19,114160.25,0,0,0,237150.58,det,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,235000
Administrative Leave Unit,24,6728,2122,Boston,153.51,0,27415.66,0,190915.56,0,19029.55,237207.26,depsup,4,1,2,2,0,0,0,4,5,9,24,0,0,9,0,0,0,3,235000
Medically Incapacitated Unit,22,6752,2136,Hyde Park,111583.91,0,4840.71,120947.72,0,0,0,237372.34,det,4,0,2,1,0,0,0,3,6,9,16,8,321,9,0,0,2,3,235000
District 11,7,413,2136,Hyde Park,87049.76,0,850,124340.48,3223.76,4002,18054.7,237520.7,ptl,2,0,0,0,0,0,0,1,1,1,1,14,374,1,0,12,202,1,240000
B-3 Detective,34,,2132,West Roxbury,105207,0,15834.43,95565.77,0,0,21041.51,237648.71,det,3,0,0,0,0,0,0,1,1,2,2,0,6,2,0,0,0,1,240000
District 11,17,,2136,Hyde Park,98315.7,0,800,14624.75,0,114264,9831.56,237836.01,ptl,0,0,0,0,0,0,0,0,0,1,2,67,94,1,0,344,0,0,240000
Mobile Operations Patrol Unit,28,,2190,Weymouth,119390.74,0,9248.76,80077.08,0,0,29847.77,238564.35,sergt,0,0,0,0,0,0,0,0,0,1,1,0,1,1,58,0,1,0,240000
Bureau of Professional Standar,32,,2118,Boston,179755.67,0,23073.85,0,0,0,35951.12,238780.64,supt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,240000
District 05,13,454,2093,Wrentham,120261.5,0,1876.18,29830.29,0,57452,29421.35,238841.32,sergt,2,0,0,0,0,0,0,1,1,2,2,0,4,2,0,138,1,1,240000
Operations Division,33,,2136,Hyde Park,148413.02,0,17518.15,43545.54,0,0,29449.45,238926.16,depsup,5,1,1,0,0,0,0,1,4,1,4,0,0,1,0,0,0,2,240000
District 13,29,,2132,West Roxbury,138470.53,0,1663.59,55381.99,0,8800,34617.71,238933.82,lieut,5,1,1,0,0,0,1,2,12,3,13,0,1,3,0,22,0,3,240000
Internal Affairs Division,34,4254,2050,Marshfield,138449.57,0,21298.2,44731.24,0,0,34612.48,239091.49,ltdet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,240000
District 11,21,1658,2136,Hyde Park,132628.37,0,876.18,87246.13,0,18444,0,239194.68,sergt,1,0,0,0,0,0,0,0,0,2,3,0,2,2,0,42,0,0,240000
District 06,23,4823,2122,Boston,126791.65,0,800,62469.11,0,18497,30647.28,239205.04,sergt,4,0,2,0,0,0,0,3,4,5,9,0,5,5,0,44,0,5,240000
District 02,24,713,2132,West Roxbury,139609.94,0,6171.38,50510.29,0,8745,34683.04,239719.65,lieut,2,0,0,0,0,0,0,1,1,7,11,0,5,7,0,20,2,1,240000
Domestic Violence Unit,26,,2118,Boston,104531.37,0,5028.43,93591.48,0,10488,26132.88,239772.16,det,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,1,240000
District 04,16,3322,2132,West Roxbury,123256.13,0,4258.46,37936.26,0,44626,29896.79,239973.64,sergt,1,0,0,0,0,0,0,0,0,3,3,234,5,3,0,105,0,3,240000
District 13,18,,2125,Boston,137855.81,0,3905.88,55180.96,0,8838,34348.08,240128.73,lieut,1,0,0,0,0,0,0,0,0,2,4,0,5,2,0,17,0,11,240000
District 01,34,2235,2184,Braintree,98983.48,0,12796.15,13542.15,0,95174,19796.6,240292.38,ptl,2,0,0,0,0,0,0,1,1,2,2,0,103,2,0,262,0,0,240000
District 18,38,4286,2130,Jamaica Plain,98634.43,0,3276.89,111028.17,0,8004,19726.79,240670.28,ptl,3,0,1,0,0,0,0,4,5,8,12,0,309,8,0,21,7,0,240000
Special Investigation Unit,29,,2126,Mattapan,102552.44,0,11383.39,106115.99,0,184,20510.59,240746.41,det,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,0,2,240000
Bureau/Investigative Services,19,,2122,Boston,152040.78,0,18141.64,38277.84,0,1980,30335.65,240775.91,depsup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,240000
District 11,25,,2124,Boston,106815.92,0,800,131938.25,0,2254,0,241808.17,ptl,1,0,0,0,0,0,0,0,0,2,2,0,504,2,0,6,2,0,240000
Field Operations Group,33,1255,2129,Charlestown,125534.33,0,21345.15,63815.99,0,0,31383.77,242079.24,sgtdet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,240000
E-18 Detective,24,4338,2136,Hyde Park,130495.86,0,8242.25,67854.11,0,10653,25107.01,242352.23,sgtdet,3,0,0,1,0,0,0,1,1,1,2,4,3,1,0,26,1,1,240000
District 01,37,,2368,Randolph,107498.45,0,800,103180.7,0,31096,0,242575.15,ptl,3,1,0,0,0,0,0,2,2,3,3,3,217,3,0,79,7,2,245000
Crime Scene Response Unit,26,,2136,Hyde Park,107368.42,0,11076.58,116936.15,0,7728,0,243109.15,ptl,2,0,0,0,0,0,0,1,1,2,2,0,10,2,0,26,0,1,245000
Internal Affairs Division,24,236,2339,Hanover,136585.81,0,13930.85,48518.02,0,17050,27244.71,243329.39,ltdet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,245000
District 02,21,2919,2136,Hyde Park,121508.15,0,12239.25,68309.74,0,17543,24071.68,243671.82,sergt,0,0,0,0,0,0,0,0,0,1,1,4,53,1,0,42,37,10,245000
E-5 DCU SQUAD,31,,2054,Millis,128783.77,0,10670.98,72143.31,0,0,32196.01,243794.07,sgtdet,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,245000
Field Support Unit,25,1498,2136,Hyde Park,176447.6,0,23236.99,0,0,0,44111.91,243796.5,depsup,2,0,0,0,0,0,0,1,1,2,3,9,15,2,0,0,0,6,245000
Office Of Admin. Hearings,18,478,2127,Boston,176447.6,0,23581.61,0,0,0,44111.91,244141.12,depsup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,245000
Bureau of Community Engagement,27,,2136,Hyde Park,176997.13,0,23100.03,0,0,0,44249.34,244346.5,depsup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000
Bureau Field Serv./ Off. Chief,27,,2136,Hyde Park,176997.13,0,23146.02,0,0,0,44249.34,244392.49,depsup,1,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,7,245000
Bureau Field Serv./ Off. Chief,31,,2127,Boston,176997.13,0,23162.41,0,0,0,44249.34,244408.88,depsup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,245000
Support Group,31,,2171,Quincy,143385.44,0,21404.05,43866.31,0,0,35846.55,244502.35,ltdet,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,245000
Bureau/Investigative Services,23,,2136,Hyde Park,177238.84,0,23031.03,0,0,0,44309.72,244579.59,depsup,1,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,2,245000
C-6 Detective,29,6745,2170,Quincy,105207,0,7377.56,33016.83,0,78016,21041.51,244658.9,det,3,0,1,0,0,0,0,2,2,4,7,0,27,4,0,207,0,0,245000
B-2 Detective,35,,2021,Canton,128783.77,0,850,68566.57,0,14734,32196.01,245130.35,sgtdet,2,0,0,0,0,0,0,1,1,4,6,2,0,4,0,34,0,7,245000
District 14,25,,2494,Needham,123318.33,0,1926.18,46684.9,0,43142,30415.03,245486.44,sergt,4,0,1,0,0,1,0,1,2,5,7,3,29,5,0,104,0,18,245000
A-1 Detective,31,,2062,Norwood,137284.03,0,15618.79,92195.39,0,477,0,245575.21,sgtdet,4,0,1,1,0,0,0,2,2,5,6,1,11,5,0,1,0,8,245000
C-6 Detective,26,3593,2122,Boston,113707.18,0,11015.77,113459.55,0,7958,0,246140.5,det,5,0,1,1,0,0,0,3,4,15,28,1,135,15,0,22,3,12,245000
B-2 DCU SQUAD,25,,2122,Boston,128783.77,0,10272.84,75088.23,0,636,32196.01,246976.85,sgtdet,1,0,0,0,0,0,0,0,0,2,3,4,12,2,0,2,0,34,245000
Domestic Violence Unit,31,,2169,Quincy,137284.03,0,18230.13,91830.12,0,0,0,247344.28,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,245000
Anti-Corruption Division,16,78,2122,Boston,119624.71,0,5819.2,50763.36,0,44785,26393.1,247385.37,sgtdet,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,108,1,1,245000
E-13 Detective,24,,2128,Boston,105207,0,850,80348.77,0,34960,26301.82,247667.59,det,2,0,0,0,0,0,0,2,2,3,4,0,169,3,0,102,2,3,250000
District 11,26,1053,2136,Hyde Park,108415.99,0,800,128456.92,0,10120,0,247792.91,ptl,3,0,1,0,0,0,0,3,3,3,5,0,742,3,0,27,1,1,250000
District 11,25,723,2072,Stoughton,98315.7,0,800,66344.92,0,63480,19662.99,248603.61,ptl,3,0,1,0,0,0,0,1,1,3,5,1,188,3,0,175,29,0,250000
City Wide DCU SQ #2,26,,2132,West Roxbury,119236.03,0,11044.44,86971.75,6298.3,0,25107.01,248657.53,sgtdet,1,0,0,0,0,0,0,0,0,2,5,0,4,2,0,0,0,10,250000
District 01,7,232,2124,Boston,94202.32,0,800,55404.73,0,98256,0,248663.05,ptl,2,0,0,0,0,0,0,1,1,4,4,8,510,4,0,290,0,0,250000
Special Investigation Unit,12,3449,2136,Hyde Park,99002.16,0,12045.04,137736.63,0,0,0,248783.83,det,0,0,0,0,0,0,0,0,0,1,1,4,9,1,0,0,0,0,250000
Licensed Premises Unit,24,1670,2124,Boston,125887.84,0,11260.44,48034.58,0,32224,31472.14,248879,sgtdet,1,0,0,0,0,0,0,0,0,2,3,0,317,2,0,87,2,6,250000
Youth Violence Strike Force,16,4836,2127,Boston,116411.77,0,7182.79,99895.36,2153.15,0,23700.07,249343.14,sergt,1,0,0,0,0,0,0,0,0,3,3,44,50,3,0,0,0,5,250000
School Police,31,,2186,Milton,125534.33,0,26020.91,54074.39,0,18656,25107.01,249392.64,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,44,1,4,250000
Canine Unit,31,,2124,Boston,97356.63,0,10366.74,118880.27,0,4094,19471.28,250168.92,ptl,5,0,0,0,0,0,1,2,3,2,3,0,66,2,0,22,0,4,250000
B-3 Detective,25,,2132,West Roxbury,105207,0,14944.78,109167.19,0,0,21041.51,250360.48,det,3,0,1,0,0,0,0,1,1,2,3,0,37,2,0,0,3,7,250000
Medically Incapacitated Unit,24,6503,2052,Medfield,124971.24,0,13328.73,65754.72,0,15105,31243,250402.69,sgtdet,0,0,0,0,0,0,0,0,0,1,5,8,26,1,0,39,0,2,250000
DISTRICT 06,37,1224,2184,Braintree,99440.27,0,11018.95,41518.29,0,73646,24860.05,250483.56,ptl,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,201,1,4,250000
District 04,29,,2122,Boston,136492.41,0,8787.98,56506.36,0,14960,34054.09,250800.84,lieut,1,0,0,0,0,0,0,0,0,3,3,1,2,3,0,38,0,5,250000
C-11 Detective,33,,2169,Quincy,125002.31,0,1728.34,34458.37,0,65614,24419.25,251222.27,sergt,3,0,1,0,0,0,0,1,2,3,5,0,0,3,0,155,0,4,250000
District 11,25,,2132,West Roxbury,123522.75,0,1789.76,57386.5,0,38213,30368.81,251280.82,sergt,0,0,0,0,0,0,0,0,0,1,1,5,12,1,0,95,4,2,250000
Special Investigation Unit,31,,2072,Stoughton,125534.33,0,18845.15,75570.19,0,0,31383.77,251333.44,sgtdet,1,0,0,0,0,0,0,0,0,2,4,0,47,2,0,0,0,1,250000
D-4 Detective,32,,2169,Quincy,98733.56,0,5938.51,60091.12,44651.88,6160,35846.55,251421.62,ltdet,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,21,0,3,250000
Court Unit,41,,2339,Hanover,160111.4,0,20059.68,4936.1,0,26400,40027.99,251535.17,capt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,0,2,250000
Paid Detail Assignment Unit,34,,2132,West Roxbury,137167.02,0,15357.26,57639.61,0,7315,34291.68,251770.57,lieut,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,14,0,0,250000
B-3 DCU SQUAD,26,2956,2126,Mattapan,127107.92,0,6772.17,77692.61,0,15423,25421.58,252417.28,sgtdet,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,42,6,5,250000
Court Unit,38,2237,2333,East Bridgewater,134565.67,0,20102.83,49153.33,0,48972,0,252793.83,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,137,0,0,255000
Bureau Field Serv./ Off. Chief,26,,2136,Hyde Park,96771.11,0,62743.57,7160.2,0,67436,19354.22,253465.1,ptl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202,1,2,255000
District 13,15,,2132,West Roxbury,121219.32,0,5110.58,47413.02,0,51145,29371.72,254259.64,sergt,3,0,1,0,0,0,0,2,4,4,9,173,7,4,0,137,0,1,255000
Bureau Professional Developmnt,33,,2127,Boston,184721.03,0,23717.92,0,0,0,46180.3,254619.25,supt,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,6,255000
District 04,35,,2339,Hanover,99440.27,0,11463.25,94507.83,0,24472,24860.05,254743.4,ptl,2,0,0,0,0,0,1,2,2,4,5,4,205,4,0,64,3,6,255000
Night Command,31,,2171,Quincy,184721.01,0,24573.85,0,0,0,45812.5,255107.36,supt,3,0,1,0,0,0,0,1,1,7,11,0,0,7,0,0,0,14,255000
Fire Investigation Unit,41,,1770,Sherborn,143385.44,0,21354.05,46024.47,0,9020,35846.55,255630.51,ltdet,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,0,1,255000
District 01,38,,2021,Canton,140276.21,0,10603.49,42790.11,0,27280,35069.12,256018.93,lieut,3,0,1,0,0,0,0,1,1,1,1,1,0,1,0,60,1,1,255000
District 05,24,4108,2131,Roslindale,123780.47,0,2128.55,33274.27,0,72769,24186.09,256138.38,sergt,2,0,0,0,0,0,0,1,1,2,2,0,4,2,0,180,1,2,255000
Operations Division,33,6517,2127,Boston,118996.54,0,11598.95,39093.43,0,56710,29749.24,256148.16,lieut,1,0,0,0,0,0,0,0,0,2,2,0,2,2,0,211,0,1,255000
District 04,13,6569,2136,Hyde Park,119337.32,0,5110.58,81411.75,0,21677,29065.27,256601.92,sergt,5,0,0,0,0,0,0,1,1,2,2,32,67,2,0,57,2,2,255000
Office of Media Relations,31,6709,2135,Brighton,125534.33,0,15983.41,83989.07,0,0,31383.77,256890.58,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,255000
Dignitary Protection Unit,23,4654,2124,Boston,132307.41,0,19293.99,105351.25,0,0,0,256952.65,sgtdet,1,0,0,0,0,0,0,0,0,4,5,0,1,4,0,0,0,1,255000
B-2 Detective,21,,2132,West Roxbury,143385.44,0,16076.48,61678.29,0,0,35846.55,256986.76,ltdet,2,0,0,0,0,0,0,0,0,6,8,0,0,6,0,0,0,3,255000
Operations Division,31,,2021,Canton,127756.46,0,1739.76,100967.57,0,2120,24861.25,257445.04,sergt,5,0,2,0,0,0,0,2,3,5,9,0,0,5,0,5,0,0,255000
Court Unit,34,2094,2081,Walpole,119602.9,0,18953.2,42891.31,0,46322,29900.81,257670.22,sergt,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,128,0,3,260000
District 03,31,,2176,Melrose,63228.5,0,19117.8,58184.03,65555.27,21041,32196.01,259322.61,sgtdet,1,0,0,0,0,0,0,0,0,2,3,0,13,2,0,47,0,0,260000
DISTRICT 13,34,31,2364,Kingston,140511.81,0,17391.87,42541.51,0,30855,28102.42,259402.61,lieut,4,1,1,1,0,0,0,2,3,6,8,0,2,6,0,80,0,3,260000
Office Of Police Commissioner,35,4889,2131,Roslindale,249999.88,0,9654.08,0,0,0,0,259653.96,comiss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,260000
District 11,29,1079,2339,Hanover,140371.5,0,4512.02,74143.26,0,12705,28074.18,259805.96,lieut,2,0,0,0,0,0,0,1,1,1,1,0,0,1,0,29,0,0,260000
District 05,26,4541,2032,East Walpole,139749.15,0,9863.35,40675.58,0,34925,34937.29,260150.37,lieut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,260000
Bureau of Intellig & Analysis,32,,2090,Westwood,125534.33,0,11059.66,90362.6,0,2120,31383.77,260460.36,sgtdet,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,3,0,10,260000
District 06,34,3307,2126,Mattapan,98555.97,0,1861.52,98239.1,0,37444,24638.97,260739.56,ptl,2,0,0,0,0,0,0,4,4,6,6,0,174,6,0,103,0,1,260000
Youth Violence Strike Force,16,2968,2766,Norton,128211.38,0,17925.92,77957.38,0,5332,31685.07,261111.75,lieut,1,0,0,0,0,0,0,0,0,4,5,4,55,4,0,15,0,0,260000
C-6 DCU SQUAD,29,,2124,Boston,128783.77,0,14727.49,91979.69,0,0,25756.71,261247.66,sgtdet,0,0,0,0,0,0,0,0,0,1,2,0,6,1,0,0,0,1,260000
Bicycle Unit,18,2081,2339,Hanover,122510.38,0,1421.18,59183.55,17663.48,32560,27926.05,261264.64,lieut,3,0,1,0,0,0,0,1,1,4,7,0,7,4,0,78,1,4,260000
District 06,33,,2186,Milton,141659.67,0,850,78611.54,0,11935,28331.95,261388.16,lieut,3,0,0,1,0,0,0,3,3,5,6,0,0,5,0,26,0,0,260000
District 06,26,2213,2186,Milton,161839.14,0,20486.82,38651.16,0,0,40459.96,261437.08,capt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,260000
Civil Rights Unit,24,257,2151,Revere,132610.1,0,18795.15,78787.93,0,0,31383.77,261576.95,sgtdet,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,260000
Sexual Assault Unit,25,5128,2131,Roslindale,126624.69,0,9529.73,89087.63,0,4929,31409.02,261580.07,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,15,0,0,260000
Critical Infrastruct Support G,31,,2170,Quincy,123557.8,0,11912.03,85024.44,0,10812,30889.57,262195.84,sgtdet,0,0,0,0,0,0,0,0,0,1,1,0,0,1,69,25,0,4,260000
Chief of Staff,31,,2368,Randolph,197100.26,0,25678.01,0,0,0,39420.04,262198.31,supt,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,13,260000
Bureau/Investigative Services,34,,2122,Boston,197100.26,0,26048.01,0,0,0,39420.04,262568.31,supt,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,13,265000
Office of Staff Inspections,24,5168,2126,Mattapan,189879.67,0,25678.89,0,0,0,47379.77,262938.33,supt,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3,265000
District 14,21,,2132,West Roxbury,143533.96,0,6217.7,73238.81,0,4840,35246.08,263076.55,lieut,4,0,2,0,0,1,0,3,3,4,5,4,25,4,0,11,0,1,265000
Internal Affairs Division,24,,2128,Boston,125534.33,0,9430.77,72731.82,0,24433,31383.77,263513.69,sgtdet,1,0,0,0,0,0,0,0,0,4,7,2,1,4,0,58,0,2,265000
District 03,31,,2189,Weymouth,140644.87,0,24806.44,25067.74,0,38610,35092.95,264222,lieut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,1,265000
Operations Division,19,1989,2769,Rehoboth,142284.4,0,2573.71,84769.62,0,0,34845.13,264472.86,lieut,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,265000
Dignitary Protection Unit,27,613,2466,Auburndale,98998.27,0,800,4682.81,0,135700,24749.55,264930.63,ptl,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,383,1,0,265000
Medically Incapacitated Unit,34,3588,2132,West Roxbury,128039.77,0,12338.07,45443.19,0,47488,32010.01,265319.04,sgtdet,2,0,0,0,0,0,0,1,1,2,2,0,0,2,0,117,0,1,265000
Medically Incapacitated Unit,32,,2170,Quincy,127269.43,0,9003.33,97407.46,0,0,31817.42,265497.64,sgtdet,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,265000
Medically Incapacitated Unit,35,,2184,Braintree,140371.5,0,14648.21,76032,0,0,35092.95,266144.66,lieut,5,1,0,1,0,0,0,2,3,3,6,0,0,3,0,0,0,8,265000
District 07,24,,1821,Billerica,126187.64,0,3731.83,33358.6,0,72504,30368.81,266150.88,sergt,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,156,0,2,265000
A-1 Detective,24,,2131,Roslindale,113707.18,0,5882.88,111950.9,0,34684,0,266224.96,det,3,1,1,0,0,0,0,2,6,3,9,2,109,3,0,97,2,2,265000
Citywide Community Liaison Uni,35,,2302,Brockton,99170.27,0,14953.66,80517.1,0,61686,9917.1,266244.13,ptl,3,1,1,0,0,0,0,6,8,9,12,0,294,9,0,175,0,2,265000
District 14,35,6563,2184,Braintree,135388.29,0,7942,48266.02,0,74836,0,266432.31,sergt,2,0,0,0,0,0,0,0,0,6,8,5,82,6,0,228,0,7,265000
DISTRICT 03,33,467,2136,Hyde Park,98998.27,0,9646.04,104664.65,0,43332,9899.9,266540.86,ptl,4,1,2,1,0,0,0,5,9,7,13,0,217,7,0,121,0,0,265000
District 02,14,1070,2364,Kingston,120793.86,0,6653.51,47565.37,0,62593,29421.35,267027.09,sergt,4,0,2,0,0,0,0,2,4,10,14,1,0,10,0,153,1,1,265000
C-11 Detective,26,,2052,Medfield,143385.44,0,15783.07,71292.74,0,990,35846.55,267297.8,ltdet,2,0,1,0,0,0,0,1,1,4,4,1,2,4,0,2,0,36,265000
Explosive Ordinance Unit,31,,2180,Stoneham,124306.7,0,11156.1,50486.74,0,50509,31076.84,267535.38,sergt,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,123,0,1,270000
Paid Detail Assignment Unit,34,,2021,Canton,123281.34,0,10404.97,49070.26,0,55014,30492.7,268263.27,sergt,4,1,0,0,0,0,1,4,6,4,6,0,0,4,0,130,0,3,270000
Building Security Unit,38,,2191,Weymouth,101208.27,0,11655.25,60923.65,0,84502,10120.9,268410.07,ptl,3,0,1,0,0,0,0,2,2,9,11,0,7,9,0,222,0,0,270000
B-3 Detective,34,61,2124,Boston,132702.75,0,5669.65,65480.1,0,64660,0,268512.5,sgtdet,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,171,6,0,270000
Forensic Division,35,,2359,Pembroke,164127.31,0,15504.59,47991.86,0,0,41031.96,268655.72,capt,3,0,1,0,0,0,0,1,1,2,12,0,0,2,0,0,0,6,270000
C-6 Detective,26,6437,2050,Marshfield,128565.9,0,2656.89,88870,0,16960,32141.64,269194.43,sgtdet,1,0,0,0,0,0,0,0,0,2,3,0,4,2,0,37,2,2,270000
Medically Incapacitated Unit,29,6555,2093,Wrentham,139143.2,0,16439.55,74644.07,0,4235,34785.77,269247.59,ltdet,1,0,0,0,0,0,0,0,0,2,3,0,6,2,0,5,1,9,270000
Court Unit,29,3565,2132,West Roxbury,106035.82,0,15971.97,109076.13,0,38272,0,269355.92,ptl,3,1,1,0,0,0,0,1,3,5,12,5,210,5,0,104,1,37,270000
Homicide Unit,25,,2021,Canton,125534.33,0,15995.62,102823.14,0,0,25107.01,269460.1,sgtdet,2,0,0,0,0,0,0,1,1,4,4,0,1,4,0,0,0,0,270000
District 11,28,3266,2127,Boston,134640.26,0,4708.58,76699.96,0,53742,0,269790.8,sergt,2,0,0,0,0,0,0,0,0,5,7,27,42,5,0,134,0,7,270000
A-1 Detective,38,621,2062,Norwood,102552.44,0,31959.21,75770.14,0,34224,25638.09,270143.88,det,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,99,13,1,270000
Medically Incapacitated Unit,21,,2131,Roslindale,122027.17,0,19387.41,50164.75,0,54272,24405.54,270256.87,sergt,2,0,0,0,0,0,0,0,0,6,9,0,1,6,0,136,0,0,270000
District 06,21,983,2021,Canton,130422.07,0,15637.87,52130.1,0,40015,32605.67,270810.71,lieut,0,0,0,0,0,0,0,0,0,1,1,6,6,1,0,100,0,3,270000
District 11,18,4138,2132,West Roxbury,131315.11,0,6823.55,69850.7,0,30396,32828.73,271214.09,lieut,3,0,0,1,0,0,0,1,1,1,1,23,76,1,0,78,1,4,270000
Bureau of Community Engagement,24,,2131,Roslindale,196550.59,0,25661.81,0,0,0,49137.66,271350.06,supt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,270000
District 14,13,5184,2472,Watertown,94156.49,0,850,69762.46,0,83352,23539.21,271660.16,ptl,1,0,0,0,0,0,0,0,0,3,3,2,150,3,0,230,0,0,270000
Medically Incapacitated Unit,37,,2332,Duxbury,126179.17,0,1570.24,94596.9,0,18868,30798.1,272012.41,sergt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,270000
Bureau Field Serv./ Off. Chief,35,,2066,Scituate,197100.26,0,26162.71,0,0,0,49275.1,272538.07,supt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,275000
B-2 Detective,27,5111,2124,Boston,133432.01,0,6010.81,121544.78,0,0,11917.64,272905.24,sgtdet,2,0,0,0,0,0,0,1,2,4,6,1,1,4,0,0,0,25,275000
DISTRICT 13,35,4211,2339,Hanover,162051.3,0,15628.09,52795.41,0,2460,40513,273447.8,capt,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,5,0,29,275000
